transaction_id,account_id,customer_id,transaction_type,transaction_amount,transaction_channel,transaction_status,transaction_date
709.0,655,338,Transfer,3460886.46,MOBILE BANKING,,2025-04-26 14:03:27
710.0,276,538,Transfer,3555809.05,POS,,2025-12-27 10:40:44
711.0,352,181,Withdrawal,3343308.66,POS,,2025-10-09 15:27:32
712.0,32,233,Deposit,3735699.62,POS,Failed,2025-02-14 03:45:14
714.0,158,154,Deposit,2893212.72,MOBILE BANKING,,2026-03-05 07:40:10
715.0,297,451,Deposit,2194546.89,ATM,Successful,2025-07-04 08:30:43
716.0,109,229,Deposit,1392655.62,MOBILE BANKING,,2024-07-17 16:12:46
717.0,353,104,Deposit,2862487.95,,Failed,2025-06-29 11:24:39
718.0,69,456,Transfer,4432952.59,ATM,,2024-09-10 06:56:55
719.0,215,367,Deposit,4079992.8,POS,,2025-03-02 11:05:46
720.0,106,42,Deposit,3421470.44,ATM,Successful,2026-04-04 11:38:49
721.0,334,269,Deposit,2641054.19,MOBILE BANKING,,2025-12-11 08:28:21
722.0,353,241,,3457283.41,POS,Failed,2024-11-03 04:15:01
723.0,516,375,,4331898.42,MOBILE BANKING,Successful,2024-06-26 10:49:48
724.0,457,277,Withdrawal,2534672.7,ATM,,2024-06-12 00:04:26
725.0,565,90,Deposit,4117825.62,,,2025-06-09 04:57:47
726.0,144,93,Deposit,1505572.83,ATM,Failed,2025-06-02 00:10:32
727.0,517,125,Deposit,1911062.32,ATM,,2025-06-18 03:09:04
728.0,446,513,Withdrawal,209281.23,ATM,Failed,2026-02-27 04:13:09
729.0,478,434,Deposit,86933.36,POS,Failed,2025-10-09 13:59:48
730.0,633,363,Withdrawal,3027562.75,POS,,2025-08-27 00:30:44
,131,14,Transfer,4173646.64,POS,,2024-05-18 05:01:45
732.0,106,1,Transfer,4476657.37,ATM,,2025-02-04 14:40:15
733.0,485,61,,2570328.66,MOBILE BANKING,Successful,2026-05-06 15:44:45
734.0,96,303,Deposit,2165939.91,ATM,Successful,2025-08-25 15:35:48
735.0,692,288,Withdrawal,4986691.45,POS,Successful,2024-10-22 16:11:17
736.0,26,56,Transfer,3153945.69,,,2025-03-06 04:44:41
737.0,85,547,Deposit,1746349.0,POS,,2025-05-02 23:21:45
738.0,689,86,Transfer,3261598.28,ATM,Successful,2024-05-12 20:07:32
739.0,785,474,Deposit,4175208.96,POS,,2026-04-20 22:03:26
740.0,18,186,Deposit,4401713.27,ATM,Failed,2024-07-21 08:23:47
741.0,115,517,Deposit,3734788.54,ATM,,2024-10-04 06:57:49
742.0,97,234,Transfer,4125718.99,POS,Successful,2026-02-16 01:20:23
743.0,733,156,Withdrawal,1647567.46,ATM,Successful,2025-10-28 05:52:29
744.0,605,450,Deposit,936159.06,ATM,Successful,2025-08-23 20:11:35
745.0,712,70,Deposit,1088778.6,ATM,Successful,2025-07-16 02:08:09
746.0,274,561,Transfer,4660419.57,POS,Successful,2024-06-10 04:37:22
747.0,63,465,,530273.25,MOBILE BANKING,,2026-05-07 18:33:46
748.0,780,309,,2171695.29,ATM,,2025-07-05 17:09:09
749.0,397,294,Withdrawal,2159277.08,ATM,Successful,2025-04-21 14:51:40
750.0,642,240,Withdrawal,3619085.55,MOBILE BANKING,,2026-04-29 17:41:30
751.0,253,330,Withdrawal,4622648.8,ATM,,2025-08-10 21:51:31
752.0,451,537,,4043787.62,,Successful,2024-08-05 14:42:53
753.0,268,553,Transfer,1180628.32,POS,,2024-09-12 18:28:09
754.0,324,190,,2330174.28,ATM,,2024-11-17 07:33:09
755.0,159,517,Transfer,2578192.68,ATM,Failed,2025-01-17 15:47:51
756.0,110,314,,2688936.22,MOBILE BANKING,Successful,2026-03-12 02:15:40
757.0,432,342,,1894103.3,,,2025-09-05 12:46:39
758.0,324,373,Transfer,1613884.86,ATM,,2025-07-29 12:09:36
759.0,538,492,Deposit,3516400.17,ATM,Successful,2026-01-04 10:03:56
760.0,548,42,Transfer,2530451.98,MOBILE BANKING,Successful,2024-09-15 01:42:49
761.0,352,543,Transfer,1809267.98,ATM,,2026-02-21 05:15:19
762.0,530,25,Withdrawal,2558059.75,,,2024-11-25 18:26:17
763.0,237,431,Transfer,4675580.8,,Successful,2024-05-26 13:16:12
764.0,693,249,Deposit,1258388.34,MOBILE BANKING,Failed,2024-11-05 09:35:29
765.0,794,34,Deposit,4197792.56,,Successful,2025-10-20 02:43:54
766.0,568,188,,873941.61,ATM,Successful,2025-04-17 10:19:19
767.0,650,358,Transfer,423148.31,MOBILE BANKING,Failed,2024-10-14 03:59:33
768.0,189,150,Transfer,3038997.88,MOBILE BANKING,Successful,2025-05-03 22:17:06
769.0,246,143,Deposit,4858833.3,,Successful,2025-10-24 08:21:39
770.0,685,494,Deposit,1137920.18,ATM,,2024-06-14 01:41:10
771.0,779,569,Deposit,3568942.83,MOBILE BANKING,,2024-08-17 17:15:45
772.0,236,536,Withdrawal,2448603.16,,Successful,2025-11-24 19:46:48
773.0,453,148,Withdrawal,1171134.21,ATM,,2025-06-25 15:31:51
774.0,418,414,Withdrawal,1989606.42,POS,Successful,2025-11-30 07:31:06
775.0,105,332,Withdrawal,3818754.16,POS,Failed,2025-02-18 14:04:00
776.0,227,144,Deposit,2046856.01,MOBILE BANKING,,2025-09-05 01:28:31
777.0,237,198,Deposit,1113741.05,POS,Failed,2026-04-15 10:44:09
778.0,28,226,,3032012.14,POS,Successful,2025-09-09 20:56:06
779.0,795,175,Deposit,3281861.4,ATM,,2024-06-17 13:14:06
780.0,60,210,,679824.84,POS,Failed,2026-01-23 09:12:37
781.0,44,377,Withdrawal,2048060.11,ATM,,2024-07-07 21:15:19
782.0,157,32,Deposit,1715487.33,ATM,Successful,2025-11-23 16:17:58
783.0,479,129,Deposit,913816.89,,,2024-12-21 00:25:10
784.0,448,341,Deposit,830603.29,ATM,Failed,2026-02-11 15:49:07
785.0,62,144,Transfer,878477.87,MOBILE BANKING,Failed,2026-01-16 09:23:17
786.0,22,528,,3635593.17,ATM,Successful,2025-06-24 05:02:33
787.0,649,259,Deposit,259507.68,POS,Failed,2025-09-29 17:50:26
788.0,134,501,,3509710.33,ATM,Successful,2024-08-01 04:52:01
789.0,573,406,Withdrawal,2294727.01,POS,Successful,2024-11-04 10:26:17
790.0,600,227,Transfer,4771108.16,ATM,Failed,2025-07-25 09:13:34
791.0,97,555,Deposit,4929019.36,POS,,2026-01-20 22:27:16
792.0,735,560,Transfer,2957800.52,MOBILE BANKING,Failed,2024-06-16 09:30:53
793.0,791,420,Deposit,568706.58,,,2025-03-01 07:47:46
794.0,564,313,Transfer,3900874.77,,,2024-09-20 22:05:27
795.0,430,598,,4864586.67,MOBILE BANKING,Failed,2025-08-25 02:03:19
796.0,580,437,,2695140.05,ATM,Successful,2025-09-09 08:47:22
797.0,629,196,Deposit,2821540.42,ATM,Failed,2025-12-25 03:47:51
798.0,791,230,Transfer,263642.0,ATM,Successful,2025-11-29 23:06:26
799.0,693,389,,881042.27,ATM,Successful,2024-10-21 13:32:57
800.0,360,406,,1965836.44,MOBILE BANKING,Failed,2025-03-04 20:38:47
801.0,603,582,Withdrawal,1406670.11,POS,Failed,2026-02-10 11:37:39
802.0,32,198,Transfer,3498448.15,ATM,Failed,2024-06-22 15:22:04
803.0,95,542,Withdrawal,3660351.82,ATM,Successful,2026-03-26 14:52:44
804.0,345,284,,418794.05,ATM,,2025-12-25 21:54:16
805.0,71,317,Transfer,436091.21,ATM,Successful,2025-06-17 13:30:01
806.0,694,459,,4566689.63,MOBILE BANKING,Successful,2025-07-09 09:04:41
807.0,120,281,Deposit,3853444.93,ATM,,2025-06-06 05:28:19
808.0,588,351,Transfer,1690369.79,MOBILE BANKING,Successful,2025-05-11 02:15:50
809.0,608,284,Withdrawal,859310.78,ATM,,2025-05-01 14:41:44
810.0,2,552,Deposit,2985954.99,POS,Failed,2025-08-24 13:30:36
811.0,287,596,Transfer,2595000.24,MOBILE BANKING,Failed,2025-11-09 19:32:38
812.0,110,347,Deposit,491127.69,ATM,,2025-06-07 10:56:39
814.0,430,27,Deposit,2336074.41,,Successful,2025-11-07 17:44:08
815.0,222,504,Transfer,4861845.08,ATM,,2025-08-02 09:49:54
816.0,557,228,Transfer,3780025.84,ATM,Successful,2025-02-20 16:12:36
817.0,326,462,,938249.81,MOBILE BANKING,Failed,2025-11-15 15:33:32
,398,99,,1045573.91,MOBILE BANKING,Failed,2026-01-10 00:50:45
819.0,387,150,,2066318.38,MOBILE BANKING,Failed,2024-07-03 19:52:30
820.0,692,196,Transfer,333073.05,POS,Failed,2025-10-13 12:16:15
821.0,530,103,Deposit,2757763.34,ATM,Failed,2025-05-29 13:19:53
822.0,305,66,Withdrawal,2652261.41,POS,,2026-04-23 22:37:09
,493,536,,3023010.73,ATM,Successful,2025-09-30 08:23:45
824.0,136,92,Deposit,1408106.5,ATM,,2025-09-25 07:00:43
825.0,118,248,,2247789.96,,Successful,2025-08-22 12:15:05
826.0,313,124,,3872836.72,ATM,,2025-04-18 00:24:07
827.0,230,374,Deposit,3315400.9,POS,Successful,2024-08-17 17:33:06
828.0,682,396,Deposit,4247976.14,MOBILE BANKING,,2024-10-04 11:46:31
829.0,713,256,Transfer,1579838.16,ATM,Successful,2026-02-23 09:10:54
830.0,6,541,Withdrawal,3106283.34,ATM,Successful,2026-01-12 22:31:51
831.0,275,353,,2055021.13,,Successful,2025-01-08 11:35:11
832.0,741,223,,2939134.65,,Successful,2025-10-05 20:04:45
833.0,26,424,,3041456.01,POS,,2024-05-29 20:16:44
834.0,94,258,Transfer,3176232.97,,Successful,2024-10-04 04:34:22
835.0,682,373,Transfer,4983000.85,,Successful,2025-06-20 23:46:20
836.0,313,368,Transfer,3248445.34,ATM,Failed,2024-12-14 19:23:00
837.0,661,426,Transfer,845482.34,ATM,Failed,2024-11-20 01:41:14
838.0,576,588,Deposit,492333.6,ATM,Successful,2024-07-31 03:40:29
839.0,175,483,Deposit,3368863.66,POS,Successful,2025-06-20 19:56:22
840.0,620,46,Deposit,249599.13,,Failed,2026-03-11 11:26:23
841.0,457,266,Withdrawal,642068.25,,,2026-01-03 03:23:37
842.0,340,284,Deposit,3530178.49,ATM,,2026-01-04 02:24:14
843.0,269,400,Deposit,98396.55,ATM,,2025-03-05 01:14:10
844.0,723,235,Deposit,2002099.25,POS,,2024-08-05 18:27:08
845.0,44,169,,1863205.86,ATM,Successful,2025-02-05 12:21:51
846.0,666,550,,3318939.44,ATM,Successful,2026-01-31 11:42:42
847.0,596,427,,1069893.41,ATM,Successful,2025-06-19 21:49:36
848.0,684,307,Withdrawal,2339666.81,ATM,Successful,2025-10-06 23:46:11
849.0,239,116,Withdrawal,1901911.36,,Successful,2024-08-13 18:13:12
850.0,360,448,,4539343.98,POS,,2024-11-14 05:23:08
851.0,285,291,,1784963.96,ATM,Successful,2024-11-07 23:15:16
852.0,199,71,Deposit,3239721.45,MOBILE BANKING,Failed,2024-06-02 02:23:45
853.0,764,452,Transfer,2592391.01,ATM,Failed,2025-11-14 14:53:31
854.0,353,136,Withdrawal,4386997.34,MOBILE BANKING,Successful,2025-02-24 14:04:38
855.0,438,598,Deposit,4659636.26,,Successful,2026-03-31 02:56:50
856.0,114,65,Deposit,4860868.56,,Successful,2024-12-23 09:54:03
857.0,414,560,Transfer,1366839.94,ATM,Failed,2024-05-17 17:01:05
858.0,39,430,Withdrawal,2163139.04,ATM,,2025-04-13 09:13:15
859.0,234,41,Deposit,4708728.77,POS,Successful,2025-03-26 06:24:40
860.0,92,338,Withdrawal,1191424.05,POS,Failed,2025-03-01 14:39:05
861.0,699,367,Withdrawal,2112790.69,ATM,Successful,2025-04-28 19:39:47
862.0,632,289,Transfer,3469467.71,POS,,2025-01-14 15:56:01
863.0,581,293,Deposit,1517208.54,,Successful,2024-09-17 18:49:44
864.0,703,543,,1983034.01,ATM,Successful,2025-12-02 09:04:22
865.0,393,286,Deposit,4568919.03,MOBILE BANKING,,2025-07-26 22:52:13
866.0,158,55,,2466156.2,ATM,Failed,2024-10-11 04:13:05
867.0,321,385,,790868.13,ATM,,2026-01-22 02:58:07
868.0,116,92,Withdrawal,589943.0,POS,Successful,2024-09-08 02:18:51
869.0,475,220,Transfer,4368075.47,POS,,2025-10-02 04:25:56
870.0,598,217,Transfer,1036634.02,ATM,Failed,2024-12-15 01:32:22
871.0,621,396,Transfer,1247331.45,POS,,2025-11-18 03:39:43
872.0,676,446,Withdrawal,2283108.99,POS,Successful,2024-06-09 23:32:48
873.0,157,474,Transfer,1082000.12,,Successful,2025-02-15 10:29:59
874.0,114,178,,3000765.35,MOBILE BANKING,Failed,2026-04-22 19:32:36
875.0,630,415,Withdrawal,1900749.24,ATM,,2024-05-21 19:36:41
876.0,637,351,Deposit,2951929.88,POS,,2024-09-16 09:01:04
877.0,553,557,Withdrawal,3339559.07,POS,,2025-06-12 18:22:37
878.0,415,577,Transfer,563550.24,POS,,2025-07-07 01:08:20
879.0,172,81,,3336755.77,,,2025-07-20 03:41:47
880.0,631,432,Deposit,1115843.3,,,2025-05-10 12:54:06
881.0,477,352,Deposit,1200135.21,MOBILE BANKING,Successful,2024-05-28 09:49:09
882.0,579,447,Transfer,23506.14,,Failed,2026-02-17 17:25:04
883.0,387,269,Withdrawal,530745.22,ATM,Successful,2025-03-10 16:37:53
884.0,567,180,Transfer,3519818.49,ATM,Successful,2024-11-24 20:08:15
885.0,311,528,Deposit,2241535.59,,Successful,2024-05-23 02:14:44
886.0,124,395,Deposit,2308889.03,MOBILE BANKING,Successful,2025-07-15 09:40:48
887.0,359,280,Deposit,1506725.77,MOBILE BANKING,,2025-08-16 00:07:46
888.0,47,161,,4657542.15,POS,Failed,2025-07-23 01:45:18
889.0,158,32,Deposit,1875163.3,ATM,Successful,2026-04-19 12:23:41
890.0,360,352,Withdrawal,4537477.06,ATM,Successful,2026-04-20 09:48:24
891.0,512,452,Deposit,4947161.85,POS,,2025-02-18 02:17:27
892.0,252,591,,2019313.62,MOBILE BANKING,Successful,2024-09-09 13:38:46
893.0,283,142,Withdrawal,1451467.75,,,2026-03-26 08:42:21
894.0,683,549,Deposit,3301013.66,MOBILE BANKING,,2026-01-04 22:43:16
895.0,44,513,Deposit,1411241.56,ATM,Successful,2025-04-26 09:37:10
896.0,293,583,,1343002.54,MOBILE BANKING,Failed,2024-05-19 17:34:16
897.0,332,341,Deposit,2890773.99,ATM,Successful,2025-01-20 09:49:20
898.0,215,394,,1290210.06,,,2025-05-17 01:30:23
,657,236,Deposit,4219453.89,ATM,,2025-12-26 18:09:54
900.0,443,360,,1426721.65,,,2024-12-29 08:30:27
901.0,57,529,Transfer,1600750.15,,,2026-04-03 01:40:47
902.0,737,82,Transfer,4883768.62,ATM,,2026-01-19 22:13:40
903.0,101,89,Deposit,393575.14,POS,Successful,2025-02-27 03:25:23
904.0,738,212,Withdrawal,4810830.38,POS,,2025-09-15 11:59:33
905.0,92,519,Withdrawal,3943454.21,,Successful,2025-03-01 02:26:31
906.0,238,522,Deposit,261965.28,ATM,Successful,2025-06-14 07:33:24
907.0,100,274,Withdrawal,798056.65,ATM,Failed,2026-01-09 12:39:01
908.0,65,388,Deposit,1079032.68,,,2025-05-28 13:43:03
909.0,655,239,Withdrawal,795753.89,,,2025-12-22 23:42:31
910.0,54,153,Transfer,3603725.27,ATM,Failed,2025-11-22 11:51:25
911.0,76,89,Deposit,4306199.14,ATM,Successful,2025-07-04 05:13:49
912.0,671,313,Withdrawal,628416.0,POS,Successful,2025-07-13 00:34:14
913.0,705,425,Deposit,692618.62,,Successful,2026-03-29 05:02:56
914.0,178,384,Withdrawal,1055970.92,,Successful,2024-09-01 17:22:53
915.0,258,302,Transfer,910648.76,ATM,Successful,2026-04-06 16:39:01
916.0,142,212,,660855.31,POS,Successful,2025-03-17 03:53:06
917.0,377,380,Deposit,4781797.68,ATM,Failed,2024-10-21 15:37:09
918.0,136,526,,4799696.0,MOBILE BANKING,,2025-04-22 21:58:23
919.0,570,498,,1509569.51,POS,Successful,2026-03-22 00:04:11
920.0,477,123,Withdrawal,3708992.56,POS,Failed,2025-10-31 23:34:03
921.0,554,243,Transfer,3206626.14,ATM,,2026-04-23 04:59:37
922.0,405,396,Deposit,669787.13,ATM,,2025-09-27 08:29:57
923.0,691,166,Transfer,1253798.05,ATM,Failed,2026-02-20 23:50:47
924.0,372,175,Transfer,1360731.42,,,2024-05-12 10:36:04
925.0,223,441,Transfer,848852.03,ATM,Successful,2025-03-20 15:40:36
926.0,514,315,Deposit,1664865.94,,Successful,2025-04-21 16:44:33
927.0,514,385,Transfer,2941200.53,ATM,,2024-06-17 06:34:18
928.0,146,10,Withdrawal,2642801.01,ATM,Failed,2025-05-15 11:54:23
929.0,124,197,Deposit,1071839.11,ATM,,2026-03-08 07:53:52
930.0,68,342,Deposit,4089374.85,ATM,Successful,2025-08-19 14:42:26
931.0,145,493,Withdrawal,900942.88,POS,Failed,2025-02-24 12:52:18
932.0,61,462,Withdrawal,2750957.01,,,2024-09-28 09:21:31
933.0,654,194,Deposit,3687727.18,ATM,Successful,2025-05-30 03:15:25
934.0,728,595,,4307631.69,MOBILE BANKING,Successful,2026-03-21 06:54:22
,543,114,,2464566.6,MOBILE BANKING,,2026-02-23 03:06:59
936.0,649,129,,803640.24,,Successful,2025-06-26 20:50:02
937.0,320,36,Deposit,180560.28,ATM,Successful,2025-10-24 11:22:28
938.0,396,43,Deposit,4810532.58,ATM,Failed,2025-05-21 22:32:32
939.0,134,85,Deposit,3212579.64,POS,,2025-12-04 17:10:11
940.0,124,422,Withdrawal,949232.79,POS,,2025-04-30 00:16:19
941.0,607,24,,2071816.38,POS,,2025-05-28 08:18:10
942.0,228,592,Withdrawal,2091996.47,ATM,Successful,2025-10-30 06:10:56
943.0,524,14,,4406158.21,,Successful,2026-02-09 00:56:18
944.0,210,454,Deposit,4237541.35,MOBILE BANKING,,2024-11-09 17:59:56
945.0,591,351,Deposit,789048.81,POS,Successful,2025-08-18 03:26:18
946.0,680,335,Deposit,3485398.96,,Successful,2025-02-08 15:16:35
947.0,337,266,Withdrawal,191173.36,MOBILE BANKING,Successful,2025-07-12 16:53:54
948.0,187,491,Transfer,964953.15,MOBILE BANKING,Failed,2024-12-11 20:01:45
949.0,596,282,Deposit,3774700.8,ATM,Successful,2024-12-17 06:55:21
950.0,264,337,,3339946.38,ATM,Successful,2024-05-18 19:21:26
951.0,649,288,Deposit,2566059.44,POS,,2025-08-30 12:39:10
952.0,29,6,Withdrawal,907096.26,POS,Successful,2024-10-18 16:50:29
953.0,291,50,Deposit,655347.59,,Failed,2026-03-02 10:28:33
954.0,259,286,Withdrawal,3992211.27,ATM,,2025-03-23 20:07:15
955.0,144,546,,2646099.04,ATM,Failed,2024-05-22 22:39:38
956.0,263,41,Withdrawal,2789815.22,,Successful,2025-05-15 22:37:20
957.0,736,350,Withdrawal,2311655.03,POS,,2024-12-04 03:15:55
958.0,783,442,Deposit,2450003.89,ATM,Successful,2025-04-13 02:23:46
959.0,716,563,Deposit,1648174.91,,Successful,2024-10-10 13:29:55
960.0,219,419,Transfer,49035.07,ATM,Successful,2025-06-04 08:24:27
961.0,142,557,Transfer,264220.28,,Successful,2024-05-11 12:04:49
962.0,374,493,Deposit,1648951.67,ATM,Failed,2024-10-21 12:10:28
963.0,183,263,Deposit,3609564.87,MOBILE BANKING,,2024-11-23 19:44:02
964.0,108,144,Deposit,4544322.53,,Successful,2025-10-05 01:39:46
965.0,509,6,Withdrawal,2822581.33,MOBILE BANKING,Failed,2026-03-28 14:37:16
966.0,453,309,Deposit,1092946.88,,,2025-11-18 04:58:03
967.0,109,145,Deposit,4108977.15,ATM,Failed,2024-05-21 11:58:47
968.0,610,545,Deposit,1608430.52,,Successful,2024-06-17 18:02:12
969.0,575,402,,1447301.87,,,2026-03-09 03:57:15
970.0,276,287,Deposit,4489130.34,ATM,Successful,2026-05-05 23:04:08
971.0,283,226,Deposit,3250576.65,POS,Successful,2025-08-02 17:09:50
972.0,367,76,Deposit,98088.09,ATM,Failed,2024-05-12 06:51:33
973.0,81,220,,433667.96,ATM,Successful,2025-07-11 14:16:31
974.0,730,252,Deposit,875993.02,,Failed,2024-09-18 16:42:28
975.0,501,334,,2245501.82,ATM,,2025-09-13 10:40:40
976.0,142,561,,2658166.37,,Failed,2025-06-07 20:13:44
977.0,291,520,Withdrawal,1484892.66,POS,,2025-11-19 00:52:28
978.0,324,564,,1105918.77,,Failed,2026-02-22 10:04:15
979.0,452,181,Deposit,3583851.72,POS,Failed,2025-08-23 17:25:41
980.0,466,534,Deposit,1110983.39,ATM,,2025-06-15 06:11:16
981.0,152,30,Transfer,4111739.03,,,2024-06-08 18:01:12
982.0,309,490,Deposit,1515783.99,MOBILE BANKING,Successful,2026-02-17 00:09:53
983.0,358,232,Withdrawal,597029.79,ATM,Successful,2024-11-16 20:19:37
984.0,625,179,Deposit,2497321.91,MOBILE BANKING,Successful,2024-06-14 08:45:29
985.0,157,19,Withdrawal,1252729.9,POS,Failed,2025-09-11 21:36:10
986.0,24,279,Withdrawal,1229501.53,ATM,,2025-09-05 14:20:56
987.0,106,15,,664245.57,ATM,Successful,2025-10-24 09:12:57
988.0,302,251,Deposit,3843818.89,ATM,Failed,2025-08-31 06:38:25
989.0,334,548,Withdrawal,1406940.96,,Failed,2025-05-06 22:00:57
990.0,232,480,Deposit,890775.5,POS,,2026-03-18 22:45:39
991.0,169,561,Deposit,4732387.05,ATM,Successful,2025-09-23 16:19:51
992.0,546,470,Transfer,1291448.1,POS,,2026-02-27 06:09:39
994.0,32,406,Transfer,2025242.73,ATM,Successful,2025-01-30 22:46:09
995.0,448,544,Transfer,3556081.44,ATM,Successful,2025-09-04 12:13:41
996.0,251,38,Withdrawal,4306837.21,POS,Failed,2026-03-30 03:39:47
997.0,87,446,Deposit,2056358.49,ATM,Successful,2025-12-30 13:38:49
998.0,177,263,Withdrawal,2056000.88,,,2025-09-08 11:48:48
999.0,37,351,Withdrawal,2530920.92,ATM,,2025-10-18 11:02:10
1000.0,450,492,Transfer,2981785.84,ATM,Failed,2025-07-30 01:27:23
1001.0,340,289,Deposit,2250569.13,,Failed,2024-09-19 21:33:30
1002.0,131,568,Deposit,2859989.3,ATM,Successful,2026-01-25 00:37:58
1003.0,797,330,Transfer,3963547.22,MOBILE BANKING,,2024-11-11 08:15:34
1004.0,792,486,Deposit,724516.01,ATM,Successful,2025-01-20 14:11:24
1005.0,98,462,Deposit,4101921.31,,Failed,2024-08-24 08:11:38
1006.0,556,28,Withdrawal,3450711.55,POS,Successful,2025-08-16 12:19:23
1007.0,543,305,Deposit,799610.09,MOBILE BANKING,Successful,2025-07-07 10:02:08
1008.0,547,217,Deposit,4820382.29,,Successful,2025-03-22 21:19:34
1009.0,558,147,Deposit,1182567.31,POS,Successful,2024-09-25 02:49:05
1010.0,679,159,Deposit,2383632.71,POS,,2025-10-28 03:24:06
1011.0,357,53,Withdrawal,434087.35,ATM,Successful,2025-06-19 05:31:37
1012.0,51,317,Transfer,980874.67,,Failed,2025-01-25 05:41:28
1013.0,557,438,,1591258.49,ATM,Failed,2025-02-25 14:35:08
1014.0,147,535,Deposit,2053763.16,POS,Successful,2025-02-04 04:12:59
1015.0,170,205,Deposit,2542300.72,POS,Failed,2024-06-10 00:14:39
1016.0,218,277,Deposit,783358.7,MOBILE BANKING,Failed,2024-09-18 16:23:03
1017.0,267,86,Deposit,883631.66,MOBILE BANKING,,2026-03-19 17:44:28
1018.0,44,452,Deposit,871437.2,ATM,Successful,2024-08-09 23:40:53
1019.0,477,279,Transfer,426336.72,POS,Failed,2025-07-30 07:30:19
1020.0,50,396,Deposit,1019870.84,,Successful,2026-02-23 09:06:20
1021.0,244,416,Withdrawal,3979859.49,,Failed,2025-07-23 08:39:49
1022.0,760,361,Transfer,2189490.87,ATM,,2025-11-27 02:02:28
1023.0,372,238,,2715553.03,ATM,,2025-11-02 22:43:26
1024.0,201,520,Deposit,4584002.6,,Failed,2025-07-09 10:09:52
1025.0,310,454,Transfer,3453054.85,POS,,2026-04-29 10:41:32
1026.0,377,565,Deposit,1926979.98,POS,Failed,2025-01-06 21:21:32
1027.0,282,556,Deposit,1287518.76,ATM,Failed,2025-01-30 22:46:39
1028.0,353,225,Deposit,1877271.12,POS,Successful,2025-08-07 21:09:08
1029.0,278,356,Withdrawal,1146556.62,POS,,2025-03-22 15:59:42
1030.0,563,235,Withdrawal,1383723.74,ATM,,2025-10-14 11:59:46
1031.0,158,266,Withdrawal,477771.58,ATM,Successful,2025-03-14 10:55:23
1032.0,736,501,,2838019.1,POS,Successful,2025-07-29 01:00:26
1033.0,38,589,,4941485.83,MOBILE BANKING,,2024-12-25 00:14:45
1034.0,307,105,Withdrawal,55502.54,MOBILE BANKING,Successful,2026-05-09 01:24:42
1035.0,35,26,Deposit,4674208.81,,Failed,2025-06-14 17:44:26
1036.0,699,412,Transfer,3718557.05,,Successful,2024-09-05 12:25:04
1037.0,257,249,Deposit,1031523.26,ATM,Failed,2025-09-15 08:39:16
1038.0,314,302,Deposit,1530370.73,ATM,Successful,2025-11-02 04:52:19
1039.0,362,203,Deposit,2603603.34,MOBILE BANKING,Successful,2026-03-16 19:45:45
1040.0,346,248,Transfer,4479336.84,,,2024-12-11 17:25:21
1041.0,171,348,Withdrawal,218290.59,POS,Successful,2025-08-22 15:54:15
1042.0,616,570,Deposit,4663110.16,ATM,Successful,2024-12-12 15:40:20
1043.0,211,87,,3695534.48,,Successful,2026-03-25 02:12:25
1044.0,207,183,Deposit,377087.22,ATM,,2025-03-22 15:05:32
1045.0,192,488,Deposit,3547966.69,,Successful,2024-09-16 20:14:16
1046.0,171,497,Transfer,2703403.67,,Successful,2024-11-10 10:52:02
1047.0,74,471,,644599.9,MOBILE BANKING,,2026-01-22 15:02:42
1048.0,666,568,Deposit,3803423.72,MOBILE BANKING,Successful,2024-11-27 03:18:03
1049.0,100,353,Deposit,159546.68,MOBILE BANKING,Successful,2024-08-10 09:25:56
1050.0,111,513,Deposit,1581158.7,ATM,Successful,2024-10-19 06:41:44
1051.0,208,207,Withdrawal,816111.5,,,2025-10-17 19:57:25
1052.0,202,342,Deposit,869985.46,,Successful,2024-06-08 16:51:15
1053.0,104,122,Deposit,539564.85,ATM,Failed,2025-05-09 15:09:23
1054.0,490,200,Transfer,710793.26,MOBILE BANKING,,2026-01-05 21:22:28
1055.0,272,254,Deposit,1921634.57,MOBILE BANKING,Successful,2024-07-20 16:09:16
1056.0,421,194,Deposit,2768329.94,,,2026-01-26 04:59:40
1057.0,191,505,Transfer,1455578.76,POS,Successful,2026-02-11 22:45:08
1058.0,415,296,Transfer,1850908.15,,Successful,2025-02-28 19:59:21
1059.0,577,13,,2293141.44,POS,Successful,2026-05-07 20:45:47
1060.0,165,512,Transfer,3267598.64,ATM,Successful,2025-12-24 09:41:11
1061.0,94,357,Deposit,624328.64,ATM,Successful,2024-08-28 18:02:33
1062.0,280,81,Deposit,4079385.74,MOBILE BANKING,,2026-04-26 07:32:46
1063.0,245,230,,4063516.52,MOBILE BANKING,,2025-03-16 01:17:55
1064.0,50,218,Withdrawal,3381839.1,,Successful,2025-08-29 04:21:42
1065.0,49,16,Deposit,440537.63,,Successful,2025-07-07 17:37:59
1066.0,615,124,,3916017.97,MOBILE BANKING,Failed,2025-08-06 18:50:34
1067.0,127,253,,3546316.9,POS,Failed,2025-05-11 21:04:40
1068.0,768,20,,815997.32,POS,Successful,2025-08-04 16:24:10
1069.0,253,331,,2272529.48,,Successful,2024-10-18 04:59:24
1070.0,633,597,Transfer,4491530.5,MOBILE BANKING,,2025-04-09 10:59:56
1071.0,701,501,Deposit,3933225.61,MOBILE BANKING,,2025-05-10 08:49:06
